id iq logcond
-0.3690476 0.2058537 0.4837101
-0.3690476 0.2478049 0.5007320
-0.3690476 0.2897561 0.5400734
-0.3690476 0.3317073 0.6034105
-0.3690476 0.3736585 0.6790021
-0.3690476 0.4156098 0.7665732
-0.3690476 0.4575610 0.8696998
-0.3690476 0.4995122 0.9956120
-0.3690476 0.5414634 1.1593749
-0.3690476 0.5834146 1.4003754
-0.3690476 0.6253659 1.9047208
-0.3690476 0.6673171 1.8945909
-0.3690476 0.7092683 1.4449662
-0.3690476 0.7512195 1.2436187
-0.3690476 0.7931707 1.1172652
-0.3690476 0.8351220 1.0279155
-0.3690476 0.8770732 0.9608645
